0.154,2.516E-01
0.156,2.504E-01
0.158,2.508E-01
0.16,2.640E-01
0.162,2.788E-01
0.164,2.952E-01
0.166,2.900E-01
0.168,2.940E-01
0.17,2.864E-01
0.172,2.896E-01
0.174,2.916E-01
0.176,2.808E-01
0.178,2.600E-01
0.18,2.416E-01
0.182,2.340E-01
0.184,2.300E-01
0.186,2.276E-01
0.188,2.284E-01
0.19,2.328E-01
0.192,2.416E-01
0.194,2.456E-01
0.196,2.424E-01
0.198,2.388E-01
0.2,2.352E-01
0.202,2.320E-01
0.204,2.288E-01
0.206,2.252E-01
0.208,2.224E-01
0.21,2.192E-01
0.212,1.100E-04
0.214,1.025E-05
0.216,3.890E-06
0.218,2.068E-06
0.22,1.350E-06
0.222,1.297E-06
0.224,1.110E-06
0.226,1.010E-06
0.228,7.087E-07
0.23,5.202E-07
0.232,3.147E-07
0.234,2.421E-07
0.236,2.060E-07
0.238,2.194E-07
0.24,3.083E-07
0.242,2.960E-07
0.244,2.402E-07
0.246,1.370E-07
0.248,1.282E-07
0.25,1.431E-07
0.252,1.807E-07
0.254,1.764E-07
0.256,1.427E-07
0.258,1.417E-07
0.26,1.522E-07
